GeneralFeedbackID,ID,Content
15393334,3,cón nguyên seal
16306426,0,người yêu rất thích
16306426,1,đi rửa mặt cũng mang theo call cho mình
7096731,0,sản phẩm chính hãng vn mã saa
7096731,1,máy dùng siêu mượt
7096731,2,màu gold rất đẹp
7096731,3,hỗ trợ chạy tốt windows 10 arm
7096731,4,đáng dùng các bạn nhé
16329628,0,ngon lành cành đào luôn
10170312,0,rất khó cài parallel desktop
16152488,0,hàng chuẩn saa
16152488,1,ship nhanh
12329460,0,sản phẩm chính hãng
12329460,1,giá cũng chưa tốt nhưng cháy hàng nên phải mua vậy
16152492,0,hàng chuẩn saa
16152492,1,ship nhanh
16152497,0,hàng chuẩn saa
16152497,1,ship nhanh
13243957,0,hàng giao cực nhanh
13243957,1,nguyên seal
13243957,2,tiki bao bọc kĩ lưỡng quá
15117381,0,hàng aple thì chuẩn rồi
15117381,1,rẻ hơn mua bt
13400839,0,sản phẩm tuyệt vời
13400839,1,giá tốt
13400839,2,nhưng giao không đúng hẹn
13268818,0,đẹp và đóng gói cẩn thận
13268818,1,giao nhanh hơn so với dự đoán
13380501,0,vận chuyển nhanh
13380501,1,đóng gói cẩn thận
13380501,2,luôn tin tưởng tiki
15259229,0,máy tiki giao chất lượng nguyên seal
15259229,1,mua ngay lúc đang giảm giá quá rẻ
15620473,0,sản phẩm ok
15620473,1,mẫu mã đẹp tuy nhiên chạy nhiều mới sẽ hơi nóng
11822490,0,giao hàng nhanh
11822490,1,hộp nguyên seal
11822490,2,nhân viên giao hàng chuyên nghiệp
11822490,3,máy rất đẹp
16559114,0,tiki giao đúng sp và đúng thời gian đã thông báo
15763007,0,sản phẩm tốt giá tốt
13367581,0,dùng siêu thích luôn ạ
13367581,1,hàng chính hãng
13367581,2,ship nhanh
13689467,0,không cho cancel đơn hàng khi thanh toán trả góp bằng thẻ
13689467,1,mọi người cân nhắc khi mua
14232622,0,máy nhẹ
14232622,1,pin trâu
14232622,2,loa hơi nhỏ nếu chuyển từ macbook pro sang
14232622,3,màu gold rose unisex
14319114,0,hàng chuẩn
14319114,1,chính hãng
14319114,2,lại hạt dẻ hơn những nơi khác
14319114,3,ủng hộ tiki trading
17997097,0,sp tuyệt vời
17926204,0,hơi bị xịn nha
15851402,0,đẹp
15851402,1,mạnh
15851402,2,pin lâu
12428016,0,giao nhanh
12428016,1,mưa mà giao đúng giờ quá
12428016,2,cảm ơn tiki
12428016,3,máy chạy mượt
12428016,4,đồ apple thì khỏi bàn rồi
11899221,0,giao hàng hơi chậm nhưng máy rất tốt
11899221,1,cấu hình mạnh
11899221,2,giá phải chăng
12556940,2,hàng qá đẹp
12556940,3,ủng hộ tiki
14764937,0,chính hãng nguyên seal
14764937,1,giao nhanh
15308608,0,hàng đóng gói kĩ càng
15802361,0,sản phẩm tốt
15949335,0,giao nhanh
15949335,1,có mã xác nhận an toàn k bị giao nhầm
15523476,0,hàng đẹp
15523476,1,chuẩn
13105651,0,máy sử dụng ok
13105651,1,vận hành tin cậy
13105651,2,hài lòng
15824839,0,hơi cấn hộp 1 tí nhưng hàng rất tẹt vời ạ
15622328,0,xin xò giao nhanh
7832307,0,tiki bán hàng rất là tốt
7832307,1,tôi rất hài lòng về shop và tiếp tục ủng hộ tiki trong thời gian tới nhé
13274461,0,sản phẩm tuyệt vời
13274461,1,giao hàng tuyệt nhanh
13526748,0,máy nguyên seal
13526748,1,giao hàng nhanh
13526748,2,máy được đóng gói cẩn thận
13526748,3,ủng hộ shop
13524483,0,máy dùng tốt nhưng tiki giao hàng trễ 8 ngày so với hẹn mặc dù có tiki now
15987045,0,giao nhanh
15987045,1,sản phẩm đảm bảo
15987045,2,cám ơn tiki
15302787,0,macbook air m1 dùng ngon nhé cả win 11 lẫn macos monterey
14409944,0,máy new
14409944,1,nguyên seal
14409944,2,chưa active
14409944,3,giá tốt nhất trên thị trường
14442471,0,giao nhanh
14442471,1,đóng ngói cẩn thận
14442471,2,chất lượng thì rất hài lòng
14124629,0,sản phẩm chất lượng tốt
15033732,0,tốt chưa dùng nên chưa thể kết luận được gì hơn
13276209,0,máy đẹp
13276209,1,chính hãng
13276209,2,cảm ơn tiki!
13939058,0,mua cho em gái đi học
13939058,1,máy chính hãng xịn
13939058,2,đẹp
13939058,3,sử dụng tốt
13206988,0,đẹp
13206988,1,mỏng nhẹ
13206988,2,chip mạnh
13206988,3,mát
13481070,0,hàng đẹp
13481070,1,giao hàng rất nhanh
11656793,0,hộp sản phẩm bị móp méo có thể do vận chuyển
11656793,1,sản phẩm bên trong nguyên vẹn
11656793,2,đẹp!
16842243,0,hàng tốt giao nhanh
13905489,0,ổn
13905489,1,đang sử dụng tốt
13905489,2,giao hàng nhanh
13905489,3,đóng gói cẩn thận
13899413,0,ngon lành
13899413,1,coder xài vừa đủ
13899413,2,mỗi tội xuất hóa đơn chậm
15066688,0,hài lòng
16239070,0,cảm quan đầu tiên khá tốt
16763129,0,hàng xịn giao nhanh
7957247,0,buy the one with bigger memory! my laptop is 250g
7957247,1,i think 500g is better
7957247,2,in general awesome laptop and i am happy with what i have
7957247,3,in love with it! ?
13172575,0,rất đẹp
13172575,1,màn hình sắc nét
17001927,0,may chinh hang
16127496,0,giá tốt
16127496,1,chất lượng tốt
12395395,0,máy nguyên seal
12395395,1,xài vẫn ok đến giờ
14550492,0,hàng apple hoàn thiện với độ hoàn hảo cao nhất
14718846,0,đẹp
14718846,1,chưa dùng nên cũng hông đánh giá được
15181112,0,đúng như thông tin trên tiki
15181112,1,nguyên seal
16326073,0,hang loi hok nhan dc ho tro
12302915,0,hàng chính hãng
12302915,1,giao cực nhanh
12302915,2,nhân viên rất lịch sự
12302915,3,tôi rất hài lòng
16664476,0,hang xin giao nhanh
12452581,0,máy chính hãng
12452581,1,màu xám rất đẹp
15367962,0,giao hàng nhanh
15367962,1,đóng gói chắc chắn
14735521,0,máy nguyên seal
14735521,1,giao hàng nhanh
14735521,2,vote 5 sao
14263260,0,máy giao nhanh
14263260,1,đặt hôm mà đã giao rồi
14565834,0,máy đẹp
14565834,1,hàng chính hãng
14565834,2,cài xong active luôn
15440619,0,giao nhanh
15440619,1,máy mạnh và ổn định
13835183,0,giao hàng nhanh nhưng không thấy có hoá đơn bán hàng
15193756,0,hàng nguyên hộp
15193756,1,máy ổn
15193756,2,dùng tốt
10867108,0,hộp hơi móp nhưng máy ok
10867108,1,mỏng nhẹ
10867108,2,đẹp
10867108,3,mượt?
14724619,0,sản phẩm rất chất lượng
14724619,1,cảm ơn tiki
14416230,0,hàng chính hãng
14416230,1,giao nhanh
14400556,0,hàng này mà không chuẩn nữa thì thôi lluôn!
13293363,0,hàng chính hãng
13293363,1,giao hàng nhanh
13293363,2,gói cẩn thận
13293363,3,thanks tiki
12592989,0,hiệu năng tuyệt vời luôn
15070575,0,mã sing
15070575,1,chưa thấy có vấn đề gi
15788126,1,hàng chính hãng vna
14617549,0,ha
8346719,0,tuyệt vời
8346719,1,máy nguyên seal được bao bọc cẩn thận
8346719,2,love you chụt chụt
15188881,0,giao nhanh
15188881,1,đóng gói cẩn thận
15581175,0,gói hàng chưa cẩn thận
12739902,0,tiki giao hàng nhanh
12739902,1,mua hàng ở tiki luôn an tâm chất lượng
12303086,0,nên mua nhé
12303086,1,nguyên seal
12303086,2,mà ko biết kích hoạt bảo hành như nào
6941516,0,giao hàng nhanh đóng gói cẩn thận
6941516,1,trải nghiệm dùng sản phẩm ban đầu khá tốt!
7314226,0,mọi thứ rất mượt mà và ổn định
7314226,1,giá mềm khá yêu thương ? highly recommend
14518875,0,sản phẩm cực kỳ chất lượng !
13894654,0,sản phẩm tốt
13894654,1,chính hãng
13894654,2,giao nhanh
15772899,0,hàng dùng tốt
11927514,0,sản phẩm nguyên seat
11927514,1,hàng quá đẹp
11927514,2,nỗ lực giao hàng của tiki
13523535,0,giao hàng nhanh
13523535,1,mac nguyên hộp
13523535,2,nguyên seal
16350340,0,good
16153773,0,sp tốt
14030153,0,đỉnh thật sự
14030153,1,giá tốt
14030153,2,giao nhanh
11876375,0,ship nhanh dù trong mùa dịch
15403052,0,mới sài thấy oke
14117399,0,máy mới coong nhé rất hài lòng
14390758,0,sản phẩm tốt
14390758,1,giá cạnh tranh
14591602,0,máy xịn mịn
14591602,1,gjao hàng nhanh
11226647,0,khâu đóng gói đã thấy yêu rồi
16161185,0,ok lam
13561871,0,máy đẹp
13561871,1,tiki giao hàng đóng gói tốt
16319074,0,ok
15188497,0,tuyệt vời hâhhaha
13277602,0,nguyên đai
13277602,1,nguyên kiện
13277602,2,máy mới
13277602,3,chuẩn!
8102871,0,giao hàng nhanh
8102871,1,đóng gói kĩ càng
8102871,2,nguyên seal
12125351,0,hàng như quảng cáo
10862210,0,đóng gói cẩn thận dùng rất ổn
13386508,0,ok
14197469,0,hàng nguyên seal máy chạy ổn
14396467,0,giao hàng nhanh
14396467,1,sp chính hãng
15728668,0,hàng tốt
16176943,0,ok
15048697,0,sang xịn mịn
16135311,0,ok
13167195,0,ok
15740494,0,sp tốt
13571229,0,giao hàng rất nhanh
13571229,1,máy chính hãng
15574857,0,good stuff
13373962,0,âm thanh cực đã
13373962,1,màn hình cực nét
14532217,0,tikitrading quá chuẩn!!
15260488,0,tuyệt vời
15623667,0,ok ok
8904706,0,đẹp tốt
6644041,0,máy chạy quá ổn
6644041,1,nhanh
6644041,2,mượt
6644041,3,và đẹp
6644041,4,mình order bằng tikinow lúc 3g
6644041,5,trước 5pm đã nhận được hàng
12125878,0,hàng nguyên tem nguyên kiện
12125878,1,giao hàng cẩn thận!
15139930,0,sp ok luôn
12822340,0,nguyên seal chính hãng
12822340,1,rất hài lòng
14575100,0,giao nhanh
14575100,1,fullbox
15510605,0,ok
13640233,0,giao nhanh
13640233,1,hàng nguyên seal
15434411,0,ok
12226591,0,giao hàng nhanh và bọc hàng cẩn thận
7590312,0,quá đẹp luôn
15007021,0,hết ý
14589884,0,máy ngon lắm
12260127,0,bọc cẩn thận
12260127,1,cho mình xin cs bảo hành
9241657,0,ship nhanh
9241657,1,máy mượt mà xài tốt nha
13785857,0,máy tốt
13785857,1,giao nhanh
12424923,0,sản phẩm thứ 2 đã mua
12424923,1,dùng ổn
13106942,0,hàng apple mà
13106942,1,quá tuyệt!
13762351,0,chất lượng tốt
13473237,0,máy nhanh mạnh mượt
13165734,0,ok nhanh hàng chính hãng
7045898,0,đặt hàng ngày 131 hnay 181 mới nhận được hàng
7045898,1,máy nguyên seal rất đẹp
7045898,2,cám ơn tiki
14784014,0,okl
9906742,0,hài lòng về sản phẩm
13423181,0,giao hàng rất nhanh
13956910,0,sản phẩm ok
13045358,0,hàng xịn
13045358,1,giao nhanh
12727407,0,hàng chuẩn chính hãng
13683491,0,tuyêt vời
13632386,0,toẹt vời
13296825,0,máy đẹp
13296825,1,êm
13198105,0,giao đúng hẹn
13694370,0,giá tốt
13370838,0,giá hơi cao
12142436,0,giao hàng nhanh nguyên tem mác
7295427,0,đóng gói cẩn thận
7295427,1,hàng nguyên seal không trầy xước sứt mẻ gì
7295427,2,hài lòng
12961461,0,máy quá đẹp
9329358,0,giao hàng nhanh
9329358,1,nguyên seal
9329358,2,hàng chính hãng
9329358,3,rất hài lòng
7078574,0,giao hàng chuẩn giờ
7078574,1,shipper thân thiện
7078574,2,hàng chuẩn chính hãng fullbox
7078574,3,newseal!
10091120,0,hàng chính hãng
10091120,1,giao nhanh
10091120,2,gói hàng cẩn thận
13160847,0,oke đâis
13393807,0,tuyệt
13343568,0,good
12424917,0,xài rất tốt
12727417,0,máy đẹp
12334718,0,rất hài lòng!
7525645,0,giá quá tốt
7525645,1,đang đợi những app hỗ trợ arm càng sớm càng tốt
13147018,0,good
12964885,0,đẹp
12452203,0,chính hãng
12305024,0,chất lượng
12387479,0,rất tốt
8959813,0,tuyệt vời
8959813,1,hàng chính hãng đóng gói cẩn thận
12725188,0,good
8653888,0,đẹp tuyệt
8391724,0,hàng chuẩn đẹp
8391724,1,chính hãng chạy mượt giao nhanh
10244851,0,cái này nhận xét gì nữa h
12394902,0,good
11007188,0,chắc chắn
11007188,1,sang trọng
10002785,0,chất lượng tốt
10002785,1,nhỏ gọn
11820499,0,hàng tốt
12114906,0,ngon
7459029,0,máy rất đẹp
10975179,0,giao rất nhanh
11920038,0,ổn
7219563,0,mua đồ điện tử trên tiki trading rất yên tâm
11076493,0,quá tuyệt
11774089,0,ok
7187567,0,giao hàng và chế độ kiểm hàng chất lượng
9676278,0,rất tốt
8045189,0,sản phẩm quá oki luôn
6899777,0,giao hàng nhanh chất lượng tốt
9616751,0,ok
8118708,0,hàng đúng chuẩn
7022590,0,giao nhanh và đóng hộp kỹ
8391047,0,bền đẹp
7217506,0,uy tín
7217506,1,chất lượng
6645524,0,đẹp
19664679,0,tiki giao hàng nhanh
19664679,1,bọc hành kỹ càng
19664679,2,khi nhận hàng có otp xác minh đảm bảo an toàn
19664679,3,shipper cũng kiên nhẫn đợi mình kiểm hàng
19664679,4,máy thì siêu đẹp
19664679,5,màn hình đẹp
19664679,6,load nhanh
19664679,7,đồng bộ tốt
19664679,8,có nhiều sao hơn cũng cho luôn
19664679,9,yêu tiki
19737149,0,quá xịn
19737149,1,m2 mát mẻ
19737149,2,máy chạy rất mượt
19737149,3,tai thỏ sành điệu
19737149,4,nhu cầu dạy học chỉ cần vậy!
19731712,1,quá tốt
19731712,2,quá mượt
19731712,3,quá đẹp
18885931,0,giao hàng rất nhanh chỉ trong 2h và máy rất đẹp
19025982,0,hàng y hình
19025982,1,chính hãng
19025982,2,kích được bảo hành
19025982,3,mã singapore
19025982,4,nói chung tốt
19405235,0,đã dùng được 3 tháng trộm vía vẫn rất mượt và ok
19405235,1,lsau sẽ ủng hộ shop tiếp
19574260,0,hàng giao nhanh chưa đến 2h đã nhận được
19574260,1,nhận hàng có otp bảo mật nên an toàn
19574260,2,hàng được đóng gói kỹ nhiều lớp bảo vệ
19177431,0,màu đen rất đẹp
19177431,1,máy mạnh pin trâu
19177431,2,rất hài lòng về sản phẩm cũng như dịch vụ của tiki
19395019,0,giao nhanh
19395019,1,hàng đẹp
19395019,2,chất lượng
19278538,0,máy chính hãng
19278538,1,rất đẹp nhưng đóng gói giao hàng làm hộp đựng bị móp méo
17943952,0,giao hàng nhanh chóng máy rất đẹp đóng gói tốt săn sales 10
17943952,1,10 thiệt hời
17808916,0,châts lượng tốt
17808916,1,giao hàng đúng thời gian
17808916,2,kích hoạt bảo hành tự động
17808916,3,mình hài lòng với rất nhiều sản phẩm từ tiki trading
19243920,0,màu siêu đẹp
19243920,1,hình ảnh cũng đẹp xĩu
18817307,0,máy nhẹ
18817307,1,cầm chắc tay
18817307,2,có điều xài outlook app hok đc
18817307,3,chỉ xài đc bản web thôi
18817307,4,hơi hông ưa t t
17320968,0,nhanh rẽ đẹp
17320968,1,uy tín
17320968,2,an toàn
17320968,3,mình mua gì cũng tiki là tiện nhất
18655745,0,máy xài ổn 3 ngày mới hết pin hàng xách tay sing ạ
19268997,0,dùng sướng
17877620,0,máy đẹp
17877620,1,tuy nhiên màu midnight cực dễ bám vân tay và nhìn màu dễ lẫn với các dòng máy khác
18920390,0,ma don hàng 482664409 tôi muốn hỏi về bảo hành
19235587,0,nguyên seal chưa kích hoạt ok
18502775,0,máy xịn
18502775,1,hàng chính hãng
18502775,2,giao hàng cực nhanh
18502775,3,cảm ơn tiki
18531543,0,tiki lừa dối khách hàng
18531543,1,mua hàng xong không hoàn astra
18657689,0,máy đẹp
18961885,0,màu đẹp ghê gớm
18765840,0,giao hàng nhanh
18765840,1,cẩn thận
18477264,0,nhìn đẹp
18477264,1,sang xịn mịn hii
17967098,0,rất ok
17967098,1,hợp với công việc ít đồ hoạ
17660436,0,quá đẹp
18821152,0,ship nhanh
18575419,0,vận hành mượt
18195255,0,ok
13866029,0,giao hàng nhanh
13866029,1,máy đã cài sẵn win 11
13866029,2,mà cài k tách ổ đĩa nên chỉ có 1 ổ c
13866029,3,máy tính chạy mượt
13866029,4,hàng mới có tem dán đầy đủ
13866029,5,shop nhiệt tình
13866029,6,săn được km nên giá còn 11
13866029,7,480k
13866029,8,về cài thêm office là ok
13866029,9,máy tốt nha các bạn
13866029,10,tiki gói hàng cẩn thận
15639461,0,giá bán trên tiki có vẻ cao
15639461,1,thấy chỗ khác máy mới bảo hành cũng chính hãng 12 tháng chỉ có 10m8
15639461,2,màn hình không đẹp
15639461,3,khởi động tiếng khá kêu dù máy mới chưa cài ứng dụng gì
15639461,4,được cái thiết kế mỏng nhẹ
15639461,5,pin hp thì cũng bình thường
15639461,6,bảo hành ở đây phải dùng hóa đơn mua hàng nên có vấn đề gì hơi bất tiện
15639461,7,còn tra serial máy thì chỉ còn 9 tháng bảo hành từ nhà sản xuất thôi ạ
14351663,0,giao hàng nhanh chóng
14351663,1,đóng gói rất cẩn thận
14351663,2,máy như mô tả
14351663,3,chưa có microsoft office
14351663,4,phải mua key cài thêm
14031170,0,tiki đóng gói rất cẩn thận
14031170,1,giao hàng nhanh
14031170,2,sp đẹp
14031170,3,còn chất lượng thì phải dùng mới biết được nè
13771653,0,laptop đẹp
13771653,1,chạy windows 11
13771653,2,tiki giao hàng nhanh chóng
13771653,3,đóng gói cẩn thận
16717202,0,shop giao hang nhu hinh
16717202,1,chat luong san pham tot
16717202,2,dong goi san pham chuyen nghiep
16717202,3,thoi gian giao hang nhanh
16717202,4,se ung ho lai
15335047,0,máy trông cũng được
15335047,1,màn hình hơi to
15335047,2,nhưng cho các bé học online thì cũng ổn
15237794,0,hàng đúng nhu mô tả!!! tiếc là hết hàng! còn mình lấy thêm 5 con nữa!!!
13905196,1,giá tốt
15723122,0,máy chạy windows 11 rất mượt
15723122,1,phù hợp với học sinh và văn phòng
15321209,0,máy mạnh
15321209,1,nhẹ tay
15321209,2,màu đẹp
15326511,0,máy ổn
15326511,1,dành cho học trực tuyến hay cho sv thi quá tôt
15508646,0,tiki hỗ trợ đổi trả rất uy tín
14514858,0,đã nhận hàng mà chưa nhận được hóa đơn vat
14911345,0,laptop dùng ok
14911345,1,giao hàng đúng hẹn
13673878,0,khi tắt máy tính thì không sạc được vậy shop
15229134,0,máy đẹp giao hàng nhanh
15689576,0,đủ dùng
14111394,0,hàng xài ok
14111394,1,giá phải chăng
14345909,0,mới dùng thấy cũng ok
15579728,0,ok
14833938,0,ok
13084992,0,ok
13306659,0,laptop rất đẹp
13306659,1,giao hàng rất nhanh chóng do mua trên tikinow
13306659,2,chế độ bảo hành thì mua tiki trading là an tâm rồi
13306659,3,để dùng thời gian xem chất lượng thế nào rồi đánh giá tiếp
17162679,0,máy đẹp
17162679,1,đóng gói cẩn thận
17162679,2,mới dùng nên chưa thấy gì bất ổn
17162679,3,ko thấy phiếu bảo hành kèm theo máy
17102699,0,sản phẩm đẹp
17102699,1,rất hài lòng
18199159,0,sản phẩm và dịch vụ tốt
19065776,0,giao hàng hơi lâu nhưng chính hãng
19065776,1,xài ổn
19065776,2,giá chấp nhận được
19902774,0,rất tốt
18371708,0,khách nhắn tin không rep
18371708,1,thái độ như thế thì xứng đáng 1
19666432,0,máy chạy êm cskh tốt
19666432,1,giao hàng nhanh
19666432,2,đóng gói cẩn thận
17811195,0,máy mới xài chưa đầy 24h xảy ra lỗi
17811195,1,đang xử dụng bị giật lắt màn hình
17811195,2,hột é màn hình
17811195,3,liên hệ về trung tâm hỗ trợ tiki lại nhận dc thông tin đòi hình ảnh chứng minh lỗi
17811195,4,khách đã thông tin là hiện tưởng lỗi giật đóm màn hinh này khi xử dụng mới xảy ra và đề nghị kiểm tra thực tế
17811195,5,nhưng tiki yêu cầu hình
17811195,6,cung cấp hình và clip quay rõ lỗi giật màn hình thì được mang quy định ra nói chuyện
17811195,7,trong khi đó khách đã trình bày rõ quan điểm không có máy làm việc ảnh hưởng đến công việc
13654548,0,sản phẩm đã kích hoạt bảo hành trước khi bán 2 tháng
13654548,1,vỏ ngoài bị nhàu
13654548,2,cũ giống máy dùng rồi
13654548,3,máy đúng cấu hình
13654548,4,giao hàng đúng thời gian
13654548,5,bộ sản phẩm gồm 1 máy tính
13654548,6,1 sạc kèm 2 dây nối với kiểu phích khác nhau
15167917,0,giao nhanh
15167917,1,sp ổn nguyên team nguyên seal
15167917,2,dân nội trợ văn phòng như mình chỉ cần sp chuẩn đúng nhu cầu và tiện lợi thôi
15167917,3,cảm ơn tiki và hp
12673167,0,máy chạy nhanh và mượt
12865455,0,thiết kế đẹp mắt
12865455,1,chạy mượt mà
12997016,0,giao hàng ok
18944927,0,rất hài lòng
19192166,0,sp tốt
10672823,0,màn hình sáng sang xịn mịn
13342852,0,good
3138737,0,màn hình dùng phù hợp với nhu cầu văn phòng đơn giản
3138737,1,chỉ có nhược điểm là để tầm mắt cao hơn màn hình chút là khó nhìn
5720212,0,dùng tốt đối với tầm giá
5720212,1,nhưng không thể so với những máy ra sau này có tầng số quét cao sẽ chất lượng hơn
19853697,0,màn hình rất tuyệt nha
12600789,0,màn ngon
12600789,1,giá tốt
12600789,2,giao hàng nhanh
12374255,0,màn đẹp
12374255,1,thiết kế đẹp tuy nhiên thiếu kết nối qua usb type c và giá hơi cao
14441263,0,sản phẩm mới
14441263,1,chất lượng
13955827,0,ok
19123138,0,ok
19123138,1,được á
19688652,0,sử dụng hiện tại tốt
19688652,1,màu sắc đẹp
19688652,2,còn độ bền về sau sẽ theo dõi thêm
19037770,0,đẹp chất lượng đangs mua
18745518,0,màn hình ám vàng nhìn rất tệ
18745518,1,nhìn rất khó chịu
18745518,2,tôi muốn trả lại màn hình
18745518,3,shop giao hàng đóng gói cẩn thận
18847881,0,rất chất lượng
18847881,1,thanks shop
19617557,0,máy in đẹp
19617557,1,hiện tại đang dùng bình thường
19617557,2,cho máy in hp laserjet pro mfp 135w 5 sao về chất lượng
19617557,3,shop chuyển hàng đúng hẹn như thông tin trên website của tiki
19617557,4,nhưng shop it chính hãng hcm hứa hẹn lần lữa mãi không chịu xuất hóa đơn cho khách
19617557,5,xứng đáng 2 sao về phục vụ
19874308,0,bữa trước mình sử dụng máy hp neverstop laser 1200w
19874308,1,photo
19874308,2,sacan
19874308,3,in rất tốt
19874308,4,nhưng do con tắc kè vô trong máy làm cho bò mạnh máy bị chạm và cháy khét với con tắc kè
19874308,5,muốn đặt bò mạch chủ để thay nhưng tìm không có
19874308,6,giờ phải mua sử dụng hp laser mfp 135w
19874308,7,qua vai ngày sử dụng
19874308,8,in
19874308,9,pho scan
19874308,10,cho bản in cùng rất tốt
18230978,0,nhận hàng nhanh
18230978,1,hàng nguyên đai nguyên kiện
18230978,2,có hộp mực
18230978,3,cài đặt kết nối wifi nhanh
18230978,4,chất lượng bản in tốt
18230978,5,bản in từ thiết bị di động dễ dàng và nhanh
18230978,6,không thể setup wifi trực tiếp ở máy in mà phải cắm cáp vào máy tính để setup
18230978,7,chức năng scan vẫn phải kết nối qua cáp mới scan được
15725112,0,shop rất nhiệt tình nhé
15725112,1,máy in hoạt động khá tốt
15725112,2,đầy đủ các chức năng và cùng không quá cồng kềnh với nhiều chức năng như vậy
15725112,3,mình chọn giải pháp trả góp để dùng tiền vào các việc khác nên lựa chọn shop là quá hợp lý
15725112,4,rất ít nơi có cho trả góp máy in hp như shop trên tiki
15725112,5,cảm ơn shop
15009554,0,thiết kế gọn gàng
15009554,1,màu sắc trang nhã
15009554,2,phù hợp với gia đình hoặc văn phòng nhỏ
15009554,3,kết nối wifi ổn định
15009554,4,in tốt định dạng pdf từ điện thoại
15009554,5,chất lượng bản in đẹp
15009554,6,scan nét rõ ràng
16549784,0,rất ưng ý với chiếc máy in hp đa năng
16549784,1,ưng nhất khoản kết nối wifi nên không bị giới hạn về vị trí đặt máy
16549784,2,ngoài ra in từ điện thoại không cần cài app là một ưu điểm
16549784,3,cực nhanh tiện lợi
17416018,0,mực in lần đầu rõ nét
17416018,1,shop ship nhanh
17416018,2,đóng gói kỹ càng
17416018,3,chỉ mỗi cái yếu đó là in giấy hơi dầy giấy bìa là cuốn giấy chậm là size khung căn lề
17416018,4,muốn in đúng size phải thêm 1 bước chỉnh lề nữa
17416018,5,nên chỉ cho 4 sao
13315813,0,khi bạn bán máy
13315813,1,thì chỉ cần text đc là ok
13315813,2,! bạn cài máy
13315813,3,nó báo text
13315813,4,mà bạn ko có 1 tờ giấy để text
13315813,5,nếu bạn bán máy thì hãy note thêm vào
13315813,6,tốt nhất là bán kèm theo
13315813,7,đúng ra là 5 sao
13315813,8,nhưng chỉ vì lỗi này thì bạn chỉ đáng 1 sao
13315813,9,những cái đơn giản nhất là những cái mà bạn cần quan tâm
13315813,10,vì đơn giản thì khách hàng mới bít đc
13315813,11,phức tạp thì khỏi quan tâm đi
12794284,0,mọi người suy nghĩ lựa chọn sp này
12794284,1,mình mới nhận máy in thử mới được 63 tờ mà máy báo hết mực
12794284,2,thay nguyên cụm mực giá tầm gần 1tr chứ dòng máy này không thay mực được
12794284,3,minh chat nhân viên hp tư vấn như vây
12794284,4,máy to quá
12794284,5,không in được 2 mặt
12794284,6,tốn thời gian ngồi lật trang và bấm lệnh in
12794284,7,scan được
12794284,8,không hài lòng về dộ mực phức tạp mau hết và tốn phí nhiều khi thay mực nên mọi người tìm hiểu kỹ
12794284,9,mình bị sai lầm
19229975,0,máy khá gọn
19229975,1,in nhanh
19229975,2,chất lượng tốt
19229975,3,sử dụng app trên điện thoại tiện
19229975,4,so với brother mình từng xài thì máy chạy êm hơn nhiều
18330059,0,đã dùng đc 1 thời gian
18330059,1,in
18330059,2,photo
18330059,3,scan tiện lợi
18330059,4,mình đặc biệt thích chức năng photo 2 mặt các loại thẻ
18330059,5,không in đc 2 mặt
18330059,6,mực in chính hãng để thay thì đắt quá
18193875,0,máy in 3 trong 1
18193875,1,kết nối wifi nhanh
18193875,2,app đơn giản dễ sử dụng
16192447,0,máy in nhanh hết mực
16192447,1,lúc mới mua 1 cái bên nguyễn kim thấy đa chức năng nên giới thiệu mn mua
16192447,2,ai dè dùng 1 time rồi mới thấy loại này cực nhanh hết mực
16192447,3,bỏ thêm tiền mua loại tốt hơn đỡ tốn hơn
11733111,0,máy in này mau hết mực lám
11733111,1,dùng in cho con học chưa đầy 1 tháng đã hết mực
11733111,2,mua hộp mực mới ở tp nam định cũng ko có cho dù giá là 1
11733111,3,1 triệu
11733111,4,mình mua rồi mà đang thấy tiếc tiền
11733111,5,mọi người cân nhắc khi mua nhé
19225847,0,expensive replacement ink cartridges and a nightmare to connect and reconnect to wifi
19225847,1,i would not recommend this printer to my worst enemy
16181661,0,chọn mua của tiki trading vi toi chon su uy tin một chút xíu giá cao hơn nhưng từ cái vỏ thùng cho đến máy tất cả nguyên seal rất cảm ơn
16181661,1,cài đặt khá dễ dàng dù là phụ nữ sử dụng tốt
18069390,0,máy in thường có 3 sợi dây nguồn
18069390,1,nhưng bên tiki giao chỉ có 1 sợi
18069390,2,như vậy bên bán hàng đã lấy ra trước khi giao cho khách hàng
18069390,3,quá thất vọng
17928726,0,giao nhanh
17928726,1,máy đúng thông số
17928726,2,dễ cài đặt
17928726,3,tuy nhiên giá mực rất mắc nếu mua đúng chính hãng
17928726,4,hãng mà bán giá mực phù hợp thì máy rất dễ bán
15426176,0,thích sản phẩm này
15426176,1,mới mua máy dùng tốt
15426176,2,shop cho mình hỏi? lúc mua có điền thông tin xuất hóa đơn về công ty
15426176,3,nhưng chưa thấy hóa đơn gửi kèm hay email
15426176,4,shop kiểm tra lại giúp
15426176,5,xin cảm ơn
18904686,0,hàng công ty còn nguyên đai kiện mới 100 chất lượng tuyệt vời
16236291,0,giá không phải tốt so với chất lượng sản phẩm
16236291,1,hay bị lỗi trang khi in
16236291,2,scan không rõ nét và chất lượng photo chỉ tạm ổn
