MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
32894336#662479,0,Harumi Sushi has the freshest and most delicious array of sushi in NYC.,"['delicious array', 'harumi sushi', 'nyc', 'sushi']","{'delicious array': 'positive', 'harumi sushi': 'positive', 'nyc': 'positive', 'sushi': 'positive'}",['service'],{'service': 'neutral'}
32894336#662479,1,"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.","['staff', 'friendly owners', 'superb cuisine']","{'staff': 'positive', 'friendly owners': 'positive', 'superb cuisine': 'positive'}",['price'],{'price': 'neutral'}
32894416#1193614,0,Another friend had to ask 3 times for parmesan cheese.,"['friend', 'parmesan cheese', 'times']","{'friend': 'neutral', 'parmesan cheese': 'neutral', 'times': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32894416#1193614,1,"in conclusion, THIS PLACE SUCKS!!","['this place sucks', 'conclusion']","{'this place sucks': 'negative', 'conclusion': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32894416#1193614,2,!,[],{},['food'],{'food': 'neutral'}
32894483#1088884,0,"The service is really fast and friendly, and the value is great.","['service', 'value']","{'service': 'positive', 'value': 'positive'}",['service'],{'service': 'positive'}
32894513#498296,0,I was starving and the small portions were driving me crazy!,['small portions'],{'small portions': 'negative'},['price'],{'price': 'neutral'}
32894522#1633452,0,Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,"['rare jewel', 'was', 'film', 'monday', 'area', 'lunch']","{'rare jewel': 'positive', 'was': 'positive', 'film': 'positive', 'monday': 'positive', 'area': 'positive', 'lunch': 'positive'}",['ambience'],{'ambience': 'neutral'}
32894522#1633452,1,"And these are not small, wimpy fast food type burgers - these are real, full sized patties.","['food type burgers', 'patties']","{'food type burgers': 'positive', 'patties': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32894522#1633452,2,Delish and made to your liking!,"['liking', 'delish']","{'liking': 'neutral', 'delish': 'neutral'}",['food'],{'food': 'neutral'}
32894669#1075584,0,"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.","['price', 'par', 'food', 'other japanese restaurants']","{'price': 'negative', 'par': 'negative', 'food': 'negative', 'other japanese restaurants': 'negative'}",['service'],{'service': 'neutral'}
32894669#1075584,1,Food portion was SMALL and below average.,"['below average', 'food portion', 'small']","{'below average': 'negative', 'food portion': 'negative', 'small': 'negative'}",['price'],{'price': 'neutral'}
32894669#1075584,2,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,"['waitress', 'soy sauce', 'lunch']","{'waitress': 'neutral', 'soy sauce': 'neutral', 'lunch': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32894669#1075584,3,"And as SOON as one person is done, she asked to pick up the plate immediately.","['soon', 'plate', 'person']","{'soon': 'neutral', 'plate': 'neutral', 'person': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32894669#1075584,4,Do yourself a favor and avoid this place at ALL COST!,"['place', 'favor', 'cost']","{'place': 'neutral', 'favor': 'neutral', 'cost': 'neutral'}",['food'],{'food': 'neutral'}
32894791#1611374,0,have always had a great time here.,['great time'],{'great time': 'positive'},['service'],{'service': 'neutral'}
32894791#1611374,1,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,"['simple soup', 'good place', 'wine', 'day', 'glass', 'classic french dish']","{'simple soup': 'positive', 'good place': 'positive', 'wine': 'positive', 'day': 'positive', 'glass': 'positive', 'classic french dish': 'positive'}",['price'],{'price': 'neutral'}
32894791#1611374,2,great neighbhorhood spot.,['great neighbhorhood spot'],{'great neighbhorhood spot': 'positive'},['ambience'],{'ambience': 'neutral'}
32894963#1707639,0,"This place doesn't get the publicity that Sylvias Soul Food restaurant does, but it should.","['place', 'publicity', 'sylvias soul food restaurant']","{'place': 'neutral', 'publicity': 'neutral', 'sylvias soul food restaurant': 'neutral'}",['service'],{'service': 'neutral'}
32894963#1707639,1,The food is great and the prices are reasonable.,"['prices', 'food']","{'prices': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32894963#1707639,2,"The place is clean, and if you like soul food, then this is the place to be!","['place', 'soul food']","{'place': 'positive', 'soul food': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32894963#1707639,3,You'll see a lot of people eating there after church.,"['lot', 'church', 'people']","{'lot': 'neutral', 'church': 'neutral', 'people': 'neutral'}",['price'],{'price': 'neutral'}
32894966#1727613,0,I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.,"['regular customer', 'months', 'juice generation', 'ninth avenue', 'next block', 'office', 'film center']","{'regular customer': 'neutral', 'months': 'neutral', 'juice generation': 'neutral', 'ninth avenue': 'neutral', 'next block': 'neutral', 'office': 'neutral', 'film center': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32894966#1727613,1,This is a real gem of a place.,"['real gem', 'place']","{'real gem': 'positive', 'place': 'positive'}",['service'],{'service': 'neutral'}
32894966#1727613,2,They specialize in smoothies and fresh juices.,"['fresh juices', 'smoothies']","{'fresh juices': 'positive', 'smoothies': 'positive'}",['food'],{'food': 'neutral'}
32894966#1727613,3,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!","['fresh juices', 'smoothies']","{'fresh juices': 'positive', 'smoothies': 'positive'}",['service'],{'service': 'neutral'}
32894966#1727613,4,They have a very good chicken with avocado and good tuna as well.,"['avocado', 'good tuna', 'good chicken']","{'avocado': 'positive', 'good tuna': 'positive', 'good chicken': 'positive'}",['price'],{'price': 'neutral'}
32894966#1727613,5,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,"['sandwiches', 'soy mayonaise']","{'sandwiches': 'positive', 'soy mayonaise': 'positive'}",['ambience'],{'ambience': 'neutral'}
32894966#1727613,6,I think this a a wonderful place.,['wonderful place'],{'wonderful place': 'positive'},['service'],{'service': 'neutral'}
32894966#1727613,7,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,"['staff members', 'drink']","{'staff members': 'positive', 'drink': 'positive'}",['food'],{'food': 'neutral'}
32894966#1727613,8,It's the kind of place I like to support!,"['kind', 'place']","{'kind': 'positive', 'place': 'positive'}",['food'],{'food': 'neutral'}
32895093#418997,0,I stumbled upon this resteraunt on my way home from the subway.,"['subway', 'way home', 'resteraunt']","{'subway': 'neutral', 'way home': 'neutral', 'resteraunt': 'neutral'}",['price'],{'price': 'neutral'}
32895093#418997,1,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!","['world', 'pizza etc', 'soup', 'homemade sorbets', 'sandwiches']","{'world': 'positive', 'pizza etc': 'positive', 'soup': 'positive', 'homemade sorbets': 'positive', 'sandwiches': 'positive'}",['ambience'],{'ambience': 'neutral'}
32895093#418997,2,Try the Peanut Butter Sorbet and the pizza with soy cheese!,"['pizza', 'peanut butter sorbet', 'soy cheese']","{'pizza': 'neutral', 'peanut butter sorbet': 'neutral', 'soy cheese': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32896473#439063,0,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good... And you never get the feeling that you need to leave.","['feeling', 'desserts', 'attention', 'service', 'coffee']","{'feeling': 'positive', 'desserts': 'positive', 'attention': 'positive', 'service': 'positive', 'coffee': 'positive'}",['food'],{'food': 'neutral'}
32896473#439063,1,The music which is sometimes a little too heavy for my taste.,"['music', 'taste']","{'music': 'negative', 'taste': 'negative'}",['service'],{'service': 'neutral'}
32896492#738746,0,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.","['delicious falafel', 'tabouleh', 'humus', 'other mediterranean delights', 'casablanca']","{'delicious falafel': 'positive', 'tabouleh': 'positive', 'humus': 'positive', 'other mediterranean delights': 'positive', 'casablanca': 'positive'}",['price'],{'price': 'neutral'}
32896492#738746,1,"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.","['restaurant', 'delivery service', 'lunch']","{'restaurant': 'positive', 'delivery service': 'positive', 'lunch': 'positive'}",['ambience'],{'ambience': 'neutral'}
32896492#738746,2,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,"['wraps', 'great assortment', 'traditional mediterranean fare', 'mood']","{'wraps': 'positive', 'great assortment': 'positive', 'traditional mediterranean fare': 'positive', 'mood': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32897564#894393,0,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,"['pizza', 'year', 'wait', 'years', 'parisi']","{'pizza': 'neutral', 'year': 'neutral', 'wait': 'neutral', 'years': 'neutral', 'parisi': 'neutral'}",['food'],{'food': 'neutral'}
32897564#894393,1,The sauce is excellent (very fresh) with dabs of real mozzarella.,"['dabs', 'sauce', 'real mozzarella']","{'dabs': 'positive', 'sauce': 'positive', 'real mozzarella': 'positive'}",['service'],{'service': 'neutral'}
32897564#894393,2,The bread is top notch as well.,"['top notch', 'bread']","{'top notch': 'positive', 'bread': 'positive'}",['ambience'],{'ambience': 'neutral'}
32899282#556036,0,They are served on Focacchia bread and are to die for.,['focacchia bread'],{'focacchia bread': 'neutral'},['ambience'],{'ambience': 'neutral'}
32899282#556036,1,Also get the Onion Rings -- best we've ever had.,['onion rings'],{'onion rings': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
32899414#512291,0,"A beautiful atmosphere, perfect for drinks and/or appetizers.","['drinks and/or appetizers', 'beautiful', 'perfect']","{'drinks and/or appetizers': 'positive', 'beautiful': 'positive', 'perfect': 'positive'}",['food'],{'food': 'neutral'}
32899414#512291,1,Cuisine is billed as asian fusion - doesn't meet the bill.,"['cuisine', 'bill', 'asian fusion']","{'cuisine': 'neutral', 'bill': 'neutral', 'asian fusion': 'neutral'}",['service'],{'service': 'neutral'}
32926987#668438,0,My boyfriend and I went here last night and LOVED it!,"['last night', 'boyfriend', 'loved']","{'last night': 'positive', 'boyfriend': 'positive', 'loved': 'positive'}",['service'],{'service': 'neutral'}
32926987#668438,1,"The waiters were very professional, courteous and attentive.",['waiters'],{'waiters': 'positive'},['service'],{'service': 'neutral'}
32926987#668438,2,"If this restaurant was in Manhattan, I would definitely go more often.","['restaurant', 'manhattan']","{'restaurant': 'positive', 'manhattan': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32927541#579582,0,"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx","['pizza .... hanx', 'bridge', 'one', 'years', 'been', 'brooklyn']","{'pizza .... hanx': 'neutral', 'bridge': 'positive', 'one': 'positive', 'years': 'positive', 'been': 'positive', 'brooklyn': 'positive'}",['food'],{'food': 'neutral'}
32930165#1643018,0,I know real Indian food and this wasn't it.,['real indian food'],{'real indian food': 'positive'},['service'],{'service': 'neutral'}
32933228#1700177,0,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.","['fried rice', 'fried pork dumplings', 'orange chicken/beef']","{'fried rice': 'neutral', 'fried pork dumplings': 'neutral', 'orange chicken/beef': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32934709#796678,0,Everything is very cheap.,['everything'],{'everything': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
32934709#796678,1,Be sure to accompany your food with one of their fresh juice concoctions.,"['fresh juice concoctions', 'food']","{'fresh juice concoctions': 'positive', 'food': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32935211#1468239,0,"Yes, they're a bit more expensive then typical, but then again, so is their food.","['bit', 'food']","{'bit': 'neutral', 'food': 'neutral'}",['food'],{'food': 'neutral'}
32935211#1468239,1,"I highly reccomend the grand marnier shrimp, it's insanely good.",['grand marnier shrimp'],{'grand marnier shrimp': 'positive'},['service'],{'service': 'neutral'}
32935583#854234,0,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.","['restaurant', 'russian standards', 'glechik', 'way', 'food']","{'restaurant': 'positive', 'russian standards': 'positive', 'glechik': 'positive', 'way': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32935583#854234,1,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).","['way', 'lot', 'home', 'odessa stew', 'hot summer day', 'salads-all good', 'mom', 'rabbit']","{'way': 'positive', 'lot': 'positive', 'home': 'positive', 'odessa stew': 'positive', 'hot summer day': 'positive', 'salads-all good': 'positive', 'mom': 'positive', 'rabbit': 'positive'}",['ambience'],{'ambience': 'neutral'}
32935583#854234,2,Another great thing about Glechik-everything is very cheap!,"['glechik-everything', 'great thing']","{'glechik-everything': 'positive', 'great thing': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32935729#785247,0,The ground chickpea soup we sampled as a starter tasted somewhat thin.,"['starter', 'ground chickpea soup']","{'starter': 'negative', 'ground chickpea soup': 'negative'}",['ambience'],{'ambience': 'neutral'}
32935729#785247,1,The chicken and falafel platters were nondescript combinations with fresh leaf salad.,"['nondescript combinations', 'falafel platters', 'chicken', 'fresh leaf salad']","{'nondescript combinations': 'negative', 'falafel platters': 'negative', 'chicken': 'negative', 'fresh leaf salad': 'negative'}",['service'],{'service': 'neutral'}
32935729#785247,2,The falafal was rather over cooked and dried but the chicken was fine.,"['falafal', 'chicken']","{'falafal': 'negative', 'chicken': 'negative'}",['service'],{'service': 'neutral'}
32935729#785247,3,The main draw of this place is the price.,"['place', 'main draw', 'price']","{'place': 'positive', 'main draw': 'positive', 'price': 'positive'}",['ambience'],{'ambience': 'neutral'}
32935729#785247,4,So for a filling and healthy meal give it a go.,"['go', 'filling', 'healthy meal']","{'go': 'positive', 'filling': 'positive', 'healthy meal': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32935729#785247,5,Simple healthy unglamorous food cheap.,['simple healthy unglamorous food cheap'],{'simple healthy unglamorous food cheap': 'positive'},['food'],{'food': 'positive'}
32936760#1397861,0,Have to tell you: Not at all impressed.,[],{},['food'],{'food': 'neutral'}
32936760#1397861,1,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.","['store', 'time', 'harried staff', 'expensive slices']","{'store': 'negative', 'time': 'negative', 'harried staff': 'negative', 'expensive slices': 'negative'}",['price'],{'price': 'neutral'}
32936760#1397861,2,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.","['velvety', 'cocoa', 'result', 'nice hint', 'great texture', 'red velvet']","{'velvety': 'positive', 'cocoa': 'positive', 'result': 'positive', 'nice hint': 'positive', 'great texture': 'positive', 'red velvet': 'positive'}",['ambience'],{'ambience': 'neutral'}
32936760#1397861,3,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.","['cake', 'icing made', 'ultra sweet']","{'cake': 'positive', 'icing made': 'positive', 'ultra sweet': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32936760#1397861,4,"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees.","['cake i', 'overworked employees', 'good cake but', 'cattle', 'sidewalk', 'indifferent']","{'cake i': 'positive', 'overworked employees': 'positive', 'good cake but': 'positive', 'cattle': 'positive', 'sidewalk': 'positive', 'indifferent': 'positive'}",['food'],{'food': 'neutral'}
32936760#1397861,5,Average cake thats been courted by a LOT of hype.,"['lot', 'hype', 'average cake thats']","{'lot': 'negative', 'hype': 'negative', 'average cake thats': 'negative'}",['service'],{'service': 'neutral'}
32938222#1552119,0,"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station.","['street', 'nice sushi restaurant', 'brooklyn', 'train station']","{'street': 'positive', 'nice sushi restaurant': 'positive', 'brooklyn': 'positive', 'train station': 'positive'}",['price'],{'price': 'neutral'}
32938222#1552119,1,The decor is designed in a contemporary Japanese style restaurant.,"['decor', 'contemporary japanese style restaurant']","{'decor': 'neutral', 'contemporary japanese style restaurant': 'neutral'}",['ambience'],{'ambience': 'neutral'}
32938222#1552119,2,"The food is good, the teriyaki I recommend.","['teriyaki', 'food']","{'teriyaki': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
32938222#1552119,3,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.","['artifical lobster meat', 'fact', 'sashimi portion', 'people']","{'artifical lobster meat': 'positive', 'fact': 'positive', 'sashimi portion': 'positive', 'people': 'positive'}",['food'],{'food': 'neutral'}
32938222#1552119,4,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.","['nice place', 'service', 'few friends']","{'nice place': 'positive', 'service': 'positive', 'few friends': 'positive'}",['service'],{'service': 'positive'}
32938828#1194079,0,It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).,"['place', 'downtown brooklyn', 'hours']","{'place': 'positive', 'downtown brooklyn': 'positive', 'hours': 'positive'}",['price'],{'price': 'neutral'}
32938828#1194079,1,The food is great and the milkshakes are even better!,"['milkshakes', 'food']","{'milkshakes': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
32938896#0,0,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.","['meal', 'side orders', 'amazin', 'cinna stix', 'greens salads', 'buffalo chicken kickers']","{'meal': 'negative', 'side orders': 'negative', 'amazin': 'negative', 'cinna stix': 'negative', 'greens salads': 'negative', 'buffalo chicken kickers': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32944674#542988,0,We were very impressed with the food and value.,"['value', 'food']","{'value': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32944674#542988,1,You must try the garlic soup!,['garlic soup'],{'garlic soup': 'neutral'},['food'],{'food': 'neutral'}
32944693#1193404,0,This place has been around for a few years.,"['place', 'few years']","{'place': 'negative', 'few years': 'negative'}",['food'],{'food': 'neutral'}
32944693#1193404,1,"The food is great (big selection, reasonable prices) and the drinks are really good.","['big selection', 'reasonable prices', 'drinks', 'food']","{'big selection': 'positive', 'reasonable prices': 'positive', 'drinks': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32944693#1193404,2,"The atmosphere is warm, comfortable, artsy and sexy.","['sexy', 'atmosphere']","{'sexy': 'positive', 'atmosphere': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32944704#492723,0,"We been there and we really enjoy the food, was areally great food, and the service was really good.","['service', 'great food', 'food']","{'service': 'positive', 'great food': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
32944704#492723,1,"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure.","['cairo', 'decoration', 'street', 'adventure', 'part']","{'cairo': 'neutral', 'decoration': 'neutral', 'street': 'neutral', 'adventure': 'neutral', 'part': 'neutral'}",['service'],{'service': 'neutral'}
32944714#1559783,0,The food is so good and so popular that waiting can really be a nightmare.,"['nightmare', 'food']","{'nightmare': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
32944714#1559783,1,"Bay Terrace mall is nothing (ok, almost nothing) without it!","['nothing', 'bay terrace mall']","{'nothing': 'positive', 'bay terrace mall': 'positive'}",['ambience'],{'ambience': 'neutral'}
32945645#1528063,0,This particular location certainly uses substandard meats.,"['substandard meats', 'particular location']","{'substandard meats': 'positive', 'particular location': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32950007#1320096,0,"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service.","['excellent food', 'lil salty', 'ya', 'beautiful ambience', 'attentive service', 'catfish']","{'excellent food': 'positive', 'lil salty': 'positive', 'ya': 'positive', 'beautiful ambience': 'positive', 'attentive service': 'positive', 'catfish': 'positive'}",['food'],{'food': 'positive'}
32950007#1320096,1,"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.","['cute waiters', 'food', 'few extra minutes', 'friendliness', 'jokes']","{'cute waiters': 'neutral', 'food': 'neutral', 'few extra minutes': 'neutral', 'friendliness': 'neutral', 'jokes': 'neutral'}",['service'],{'service': 'neutral'}
32950061#1264345,0,I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,"['birthday', 'friend', 'casual lunches']","{'birthday': 'neutral', 'friend': 'neutral', 'casual lunches': 'neutral'}",['price'],{'price': 'neutral'}
32950061#1264345,1,The sushi is always fresh and yummy and the menu is pretty varied.,"['menu', 'yummy', 'sushi']","{'menu': 'positive', 'yummy': 'positive', 'sushi': 'positive'}",['service'],{'service': 'neutral'}
32950061#1264345,2,I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.,"['friendly service', 'prompt', 'bday party', 'waitstaff', 'person party', 'bday cake']","{'friendly service': 'positive', 'prompt': 'positive', 'bday party': 'positive', 'waitstaff': 'positive', 'person party': 'positive', 'bday cake': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
32971013#1044651,0,Best Indian food I have ever eaten.,['indian food'],{'indian food': 'positive'},['food'],{'food': 'positive'}
32971013#1044651,1,"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.","['staff', 'saag gosht']","{'staff': 'positive', 'saag gosht': 'positive'}",['service'],{'service': 'neutral'}
33009300#626261,0,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.,"['neighborhood', 'recognition', 'time', 'siam square']","{'neighborhood': 'positive', 'recognition': 'positive', 'time': 'positive', 'siam square': 'positive'}",['price'],{'price': 'neutral'}
33009300#626261,1,"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure.","['neighborhood', 'convenient location', 'hidden treasure']","{'neighborhood': 'neutral', 'convenient location': 'neutral', 'hidden treasure': 'neutral'}",['ambience'],{'ambience': 'neutral'}
33009300#626261,2,My first experience at Siam Square was very pleasant.,"['first experience', 'siam square']","{'first experience': 'positive', 'siam square': 'positive'}",['ambience'],{'ambience': 'neutral'}
33009300#626261,3,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,"['staff', 'door', 'food']","{'staff': 'positive', 'door': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
33009300#626261,4,I have gone back to Siam Square many times since and everytime I am very satisfied overall.,"['satisfied overall', 'siam square many times']","{'satisfied overall': 'positive', 'siam square many times': 'positive'}",['service'],{'service': 'neutral'}
33009300#626261,5,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.","['menu', 'good selection', 'everything']","{'menu': 'positive', 'good selection': 'positive', 'everything': 'positive'}",['ambience'],{'ambience': 'neutral'}
33009300#626261,6,"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine.","['favorite places', 'thai restaurant']","{'favorite places': 'positive', 'thai restaurant': 'positive'}",['ambience'],{'ambience': 'neutral'}
33059678#631861,0,"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing.","['swiftys', 'family', 'friends', 'nothing amazing', 'nice dinner']","{'swiftys': 'positive', 'family': 'positive', 'friends': 'positive', 'nothing amazing': 'positive', 'nice dinner': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33059678#631861,1,"The crowd was older and the restaurant is very cramped, but it has old school charm.","['restaurant', 'old school charm', 'crowd']","{'restaurant': 'positive', 'old school charm': 'positive', 'crowd': 'positive'}",['food'],{'food': 'neutral'}
33059678#631861,2,I had roast chicken and a salad.,"['salad', 'chicken']","{'salad': 'negative', 'chicken': 'negative'}",['service'],{'service': 'neutral'}
33059678#631861,3,"Both were very good, but nothing you couldn't get at similar restaurant.","['nothing', 'similar restaurant']","{'nothing': 'positive', 'similar restaurant': 'positive'}",['food'],{'food': 'neutral'}
33059931#926509,0,This place has the best sushi in the city.,"['place', 'city', 'sushi']","{'place': 'positive', 'city': 'positive', 'sushi': 'positive'}",['service'],{'service': 'neutral'}
33059931#926509,1,They have an excellent selection (the rolls with crab are really great).,"['crab', 'excellent selection', 'rolls']","{'crab': 'positive', 'excellent selection': 'positive', 'rolls': 'positive'}",['food'],{'food': 'neutral'}
33059931#926509,2,Reasonably priced with very fresh sushi.,['fresh sushi'],{'fresh sushi': 'positive'},['service'],{'service': 'neutral'}
33059931#926509,3,"Weekends can get crowded, but still highly recommended.",['weekends'],{'weekends': 'positive'},['service'],{'service': 'neutral'}
33060905#1138585,0,i went in one day asking for a table for a group and was greeted by a very rude hostess.,"['day', 'rude hostess', 'group', 'table']","{'day': 'negative', 'rude hostess': 'negative', 'group': 'negative', 'table': 'negative'}",['price'],{'price': 'neutral'}
33060905#1138585,1,"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?","['reservations', 'restaurant', 'dirty look']","{'reservations': 'negative', 'restaurant': 'negative', 'dirty look': 'negative'}",['ambience'],{'ambience': 'neutral'}
33060905#1138585,2,then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.,"['table', 'additional people', 'chairs', 'fuss', 'end']","{'table': 'positive', 'additional people': 'positive', 'chairs': 'positive', 'fuss': 'positive', 'end': 'positive'}",['service'],{'service': 'neutral'}
33060905#1138585,3,i have eaten here on a different occasion - the food is mediocre for the prices.,"['i', 'prices', 'different occasion', 'food']","{'i': 'negative', 'prices': 'negative', 'different occasion': 'negative', 'food': 'negative'}",['food'],{'food': 'negative'}
33061325#0,0,Desserts include flan and sopaipillas.,"['sopaipillas', 'flan', 'desserts']","{'sopaipillas': 'neutral', 'flan': 'neutral', 'desserts': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33061445#591371,0,It' only open for lunch but the food is so good!,"['food', 'lunch']","{'food': 'positive', 'lunch': 'positive'}",['ambience'],{'ambience': 'neutral'}
33061445#591371,1,It's about $7 for lunch and they have take-out or dine-in.,"['dine-in', 'lunch']","{'dine-in': 'neutral', 'lunch': 'neutral'}",['food'],{'food': 'neutral'}
33061445#591371,2,It gets very crowded so I would suggest that you get their early.,[],{},['miscellaneous'],{'miscellaneous': 'neutral'}
33061445#591371,3,Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,"['plaintains', 'afternoon snack', 'food', 'empenadas']","{'plaintains': 'positive', 'afternoon snack': 'positive', 'food': 'positive', 'empenadas': 'positive'}",['food'],{'food': 'positive'}
33061498#586991,0,"Great food, good wine and an excellent host.","['excellent host', 'good wine', 'great food']","{'excellent host': 'positive', 'good wine': 'positive', 'great food': 'positive'}",['food'],{'food': 'positive'}
33064221#427885,0,"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.","['toppings', 'crust', 'own vegetable garden']","{'toppings': 'positive', 'crust': 'positive', 'own vegetable garden': 'positive'}",['price'],{'price': 'neutral'}
33064238#563983,0,This place has the best pizza.,"['pizza', 'place']","{'pizza': 'positive', 'place': 'positive'}",['service'],{'service': 'neutral'}
33064238#563983,1,It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.,"['seats', 'everyone', 'lunchtime', 'lots']","{'seats': 'positive', 'everyone': 'positive', 'lunchtime': 'positive', 'lots': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33064238#563983,2,I also recommend the garlic knots.,['garlic knots'],{'garlic knots': 'neutral'},['food'],{'food': 'neutral'}
33064346#1483297,0,I think the meatball parm is good.,['meatball parm'],{'meatball parm': 'positive'},['service'],{'service': 'neutral'}
33066089#490193,0,I have dined at Mammino several times now and each time it gets bettter.,"['time', 'mammino several times']","{'time': 'neutral', 'mammino several times': 'neutral'}",['price'],{'price': 'neutral'}
33066089#490193,1,The food is delicious and the bar has a great vibe.,"['great vibe', 'bar', 'food']","{'great vibe': 'positive', 'bar': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
33066089#490193,2,Definitely something to come down and check out.,['something'],{'something': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
